Chromosome,Source,Feature,Start,End,Score,Strand,Frame,TranscriptID
3_RagTag,AUGUSTUS,gene,142051845,142061220,0.4,+,.,g21925
3_RagTag,AUGUSTUS,gene,120138478,120142675,0.04,-,.,g21427
ptg001132l,AUGUSTUS,gene,10349,10874,0.12,+,.,g28312
2_RagTag,AUGUSTUS,gene,136250553,136251277,0.11,+,.,g11496
1_RagTag,AUGUSTUS,gene,96961457,97068098,0.01,-,.,g2973
2_RagTag,AUGUSTUS,gene,173146337,173148438,0.16,-,.,g12242
3_RagTag,AUGUSTUS,gene,88507187,88516070,0.91,-,.,g20673
3_RagTag,AUGUSTUS,gene,311556197,311601343,0,-,.,g25590
2_RagTag,AUGUSTUS,gene,78788572,78812616,0.02,+,.,g10128
1_RagTag,AUGUSTUS,gene,131522746,131525858,0.17,+,.,g3579
2_RagTag,AUGUSTUS,gene,356511341,356519992,0,-,.,g16017
2_RagTag,AUGUSTUS,gene,338476940,338495774,0.13,+,.,g15581
2_RagTag,AUGUSTUS,gene,378483602,378484711,0.37,-,.,g16494
3_RagTag,GeneMark.hmm3,gene,117873224,117876609,.,+,.,gene_id file_2_26811_g; transcript_id file_2_26811_t;
1_RagTag,AUGUSTUS,gene,313743004,313761261,0.15,+,.,g8012
1_RagTag,AUGUSTUS,gene,304810215,304862100,0.02,-,.,g7721
1_RagTag,AUGUSTUS,gene,53148021,53152063,0.3,+,.,g1787
1_RagTag,AUGUSTUS,gene,307529154,307530743,0.98,+,.,g7820
2_RagTag,AUGUSTUS,gene,413008852,413009691,0.73,+,.,g17320
3_RagTag,AUGUSTUS,gene,80627545,80645049,0.1,+,.,g20473
3_RagTag,AUGUSTUS,gene,216653502,216685560,0.03,-,.,g23417
1_RagTag,AUGUSTUS,gene,25562607,25563017,0.76,-,.,g930
3_RagTag,AUGUSTUS,gene,257266941,257300938,0.05,+,.,g24229
2_RagTag,AUGUSTUS,gene,301308342,301308600,0.55,+,.,g14677
ptg000281l,AUGUSTUS,gene,2944811,2959413,0.31,+,.,g27566
3_RagTag,AUGUSTUS,gene,168336226,168341515,0.09,-,.,g22435
3_RagTag,AUGUSTUS,gene,86330502,86333020,0.07,-,.,g20604
ptg000214l,AUGUSTUS,gene,1450007,1455691,0.56,+,.,g27383
1_RagTag,AUGUSTUS,gene,109649448,109660941,0.17,-,.,g3238
1_RagTag,AUGUSTUS,gene,213642608,213648678,0.01,+,.,g5300
2_RagTag,AUGUSTUS,gene,29428206,29429286,0.17,+,.,g8849
3_RagTag,AUGUSTUS,gene,296076497,296076924,0.22,+,.,g25238
2_RagTag,AUGUSTUS,gene,187518769,187520361,0.84,+,.,g12540
2_RagTag,AUGUSTUS,gene,320760616,320776450,0.03,-,.,g15129
1_RagTag,AUGUSTUS,gene,5073057,5084245,0.08,-,.,g180
3_RagTag,AUGUSTUS,gene,325234155,325252167,0.01,-,.,g25947
1_RagTag,AUGUSTUS,gene,289660700,289672504,0.03,-,.,g7219
1_RagTag,AUGUSTUS,gene,225438513,225469761,0.01,+,.,g5675
1_RagTag,AUGUSTUS,gene,80657454,80670651,0.01,+,.,g2577
ptg000630l,AUGUSTUS,gene,45341,65546,0.06,+,.,g27887
2_RagTag,AUGUSTUS,gene,384171984,384208866,0.04,+,.,g16590
1_RagTag,AUGUSTUS,gene,215658049,215659710,0.46,-,.,g5331
3_RagTag,AUGUSTUS,gene,357828120,357828645,0.35,+,.,g26780
2_RagTag,AUGUSTUS,gene,260599206,260613414,0.29,-,.,g13877
3_RagTag,AUGUSTUS,gene,137578014,137589887,0.2,+,.,g21812
1_RagTag,AUGUSTUS,gene,201484220,201488507,0.29,+,.,g4933
3_RagTag,GeneMark.hmm3,gene,367756077,367756533,.,-,.,gene_id file_2_33905_g; transcript_id file_2_33905_t;
3_RagTag,AUGUSTUS,gene,49059192,49060126,0.04,-,.,g19692
3_RagTag,AUGUSTUS,gene,209759950,209762146,0.48,+,.,g23262
3_RagTag,AUGUSTUS,gene,142928799,142934680,0.2,-,.,g21952
3_RagTag,AUGUSTUS,gene,341443885,341449748,0.06,+,.,g26302
2_RagTag,AUGUSTUS,gene,389172055,389196385,0.12,+,.,g16728
1_RagTag,GeneMark.hmm3,gene,234853925,234854410,.,+,.,gene_id file_2_7640_g; transcript_id file_2_7640_t;
ptg000528l,AUGUSTUS,gene,379605,379998,0.55,+,.,g27748
3_RagTag,AUGUSTUS,gene,93251720,93254410,0.19,-,.,g20799
2_RagTag,AUGUSTUS,gene,18019671,18033534,0.05,+,.,g8488
3_RagTag,AUGUSTUS,gene,32699732,32703209,0.06,+,.,g19271
3_RagTag,AUGUSTUS,gene,232191873,232225044,0.03,+,.,g23747
2_RagTag,AUGUSTUS,gene,242071631,242072020,0.41,+,.,g13532
3_RagTag,AUGUSTUS,gene,148446453,148458806,0.52,+,.,g22068
3_RagTag,AUGUSTUS,gene,110129601,110166487,0.01,+,.,g21184
2_RagTag,AUGUSTUS,gene,265549735,265566000,0.01,-,.,g13970
ptg000629l,AUGUSTUS,gene,7153,48749,0.02,-,.,g27886
2_RagTag,GeneMark.hmm3,gene,304455970,304465883,.,-,.,gene_id file_2_18738_g; transcript_id file_2_18738_t;
ptg000666l,AUGUSTUS,gene,50445,50749,0.94,+,.,g27924
3_RagTag,AUGUSTUS,gene,111178766,111184904,0.01,-,.,g21195
1_RagTag,AUGUSTUS,gene,32984621,33029560,0.04,+,.,g1169
3_RagTag,AUGUSTUS,gene,358862305,358862985,0.7,+,.,g26818
1_RagTag,AUGUSTUS,gene,610780,612218,0.16,-,.,g21
2_RagTag,AUGUSTUS,gene,416880772,416897042,0.05,-,.,g17452
2_RagTag,AUGUSTUS,gene,372294098,372296418,0.41,+,.,g16333
1_RagTag,AUGUSTUS,gene,141361883,141362206,0.23,+,.,g3804
3_RagTag,GeneMark.hmm3,gene,277285377,277287079,.,+,.,gene_id file_2_31051_g; transcript_id file_2_31051_t;
2_RagTag,AUGUSTUS,gene,308142792,308143858,0.71,-,.,g14837
2_RagTag,AUGUSTUS,gene,404537077,404541109,0.02,-,.,g17087
1_RagTag,AUGUSTUS,gene,1217348,1217608,0.19,-,.,g47
2_RagTag,AUGUSTUS,gene,350839520,350839981,0.19,-,.,g15867
2_RagTag,AUGUSTUS,gene,94045048,94059764,0.42,+,.,g10548
2_RagTag,AUGUSTUS,gene,87737667,87850187,0.01,+,.,g10360
3_RagTag,AUGUSTUS,gene,318532319,318548171,0.14,+,.,g25759
3_RagTag,AUGUSTUS,gene,5849891,5884289,0.15,-,.,g18395
3_RagTag,AUGUSTUS,gene,74236623,74238513,0.18,-,.,g20311
3_RagTag,AUGUSTUS,gene,156133690,156143316,0.36,+,.,g22203
3_RagTag,AUGUSTUS,gene,60176900,60183135,0.06,+,.,g19959
ptg000401l,AUGUSTUS,gene,96564,98513,0.55,-,.,g27643
3_RagTag,AUGUSTUS,gene,35819231,35820682,0.03,-,.,g19356
2_RagTag,AUGUSTUS,gene,214724965,214737194,0.23,+,.,g13033
1_RagTag,AUGUSTUS,gene,252072509,252081147,0.02,-,.,g6353
3_RagTag,GeneMark.hmm3,gene,204546021,204546424,.,+,.,gene_id file_2_29129_g; transcript_id file_2_29129_t;
1_RagTag,AUGUSTUS,gene,65795212,65800618,0.32,-,.,g2161
3_RagTag,AUGUSTUS,gene,170907628,170926727,0.26,+,.,g22516
2_RagTag,AUGUSTUS,gene,423994047,424003855,0.33,-,.,g17638
2_RagTag,AUGUSTUS,gene,205183151,205226383,0.01,-,.,g12899
3_RagTag,AUGUSTUS,gene,258367168,258380476,0.17,-,.,g24259
2_RagTag,AUGUSTUS,gene,263832854,263833614,0.56,-,.,g13930
3_RagTag,AUGUSTUS,gene,104879780,104949632,0.02,-,.,g21081
2_RagTag,AUGUSTUS,gene,84410382,84411200,0.87,+,.,g10295
2_RagTag,AUGUSTUS,gene,244878942,244880358,0.14,+,.,g13589
2_RagTag,AUGUSTUS,gene,431844986,431846088,0.45,+,.,g17904
1_RagTag,AUGUSTUS,gene,62562585,62620241,0.01,-,.,g2070
2_RagTag,AUGUSTUS,gene,30894418,30945255,0.24,+,.,g8929
1_RagTag,AUGUSTUS,gene,276405576,276405842,0.92,+,.,g6860
3_RagTag,AUGUSTUS,gene,54594453,54594984,0.03,-,.,g19848
2_RagTag,AUGUSTUS,gene,193899312,193911489,0.03,+,.,g12698
3_RagTag,AUGUSTUS,gene,68529089,68531672,0.08,+,.,g20173
2_RagTag,AUGUSTUS,gene,442950241,442974231,0.12,+,.,g18151
2_RagTag,AUGUSTUS,gene,301498144,301505273,0.25,+,.,g14684
ptg000240l,AUGUSTUS,gene,94149,94694,0.36,+,.,g27438
3_RagTag,AUGUSTUS,gene,270170734,270171474,0.53,-,.,g24555
3_RagTag,AUGUSTUS,gene,151803001,151803568,0.07,-,.,g22114
2_RagTag,AUGUSTUS,gene,40198492,40300984,0.01,+,.,g9115
2_RagTag,GeneMark.hmm3,gene,166096652,166102715,.,+,.,gene_id file_2_15218_g; transcript_id file_2_15218_t;
1_RagTag,GeneMark.hmm3,gene,269727716,269728021,.,+,.,gene_id file_2_8538_g; transcript_id file_2_8538_t;
3_RagTag,AUGUSTUS,gene,283212675,283213412,0.98,-,.,g24859
3_RagTag,AUGUSTUS,gene,334921867,334960442,0.01,+,.,g26197
2_RagTag,AUGUSTUS,gene,394573816,394586153,0.02,+,.,g16851
3_RagTag,AUGUSTUS,gene,25984040,25995655,0.24,+,.,g19049
3_RagTag,AUGUSTUS,gene,6696445,6700614,0.81,-,.,g18413
2_RagTag,AUGUSTUS,gene,444021051,444056923,0.02,-,.,g18191
3_RagTag,AUGUSTUS,gene,73271646,73272049,0.14,+,.,g20296
2_RagTag,AUGUSTUS,gene,6724780,6733577,0.15,-,.,g8243
3_RagTag,AUGUSTUS,gene,18900804,18918110,0.61,-,.,g18826
2_RagTag,AUGUSTUS,gene,299402956,299408399,0.02,+,.,g14648
1_RagTag,AUGUSTUS,gene,223311198,223313701,0.23,-,.,g5582
1_RagTag,AUGUSTUS,gene,10769230,10769508,0.33,+,.,g353
2_RagTag,AUGUSTUS,gene,173714118,173725334,0.17,-,.,g12254
2_RagTag,AUGUSTUS,gene,140690722,140725513,0.15,-,.,g11578
3_RagTag,AUGUSTUS,gene,109289032,109290351,0.06,+,.,g21158
3_RagTag,AUGUSTUS,gene,98664368,98665383,0.09,+,.,g20932
1_RagTag,AUGUSTUS,gene,150322434,150332012,0.03,-,.,g4006
2_RagTag,AUGUSTUS,gene,349903465,349907219,0.04,+,.,g15840
2_RagTag,GeneMark.hmm3,gene,111601505,111610368,.,+,.,gene_id file_2_13906_g; transcript_id file_2_13906_t;
2_RagTag,AUGUSTUS,gene,164222818,164236275,0.66,+,.,g12032
3_RagTag,AUGUSTUS,gene,168754725,168760914,0,-,.,g22449
1_RagTag,AUGUSTUS,gene,228161714,228162223,0.75,+,.,g5787
1_RagTag,AUGUSTUS,gene,10647246,10648064,0.02,+,.,g347
2_RagTag,AUGUSTUS,gene,262592887,262615239,0.32,-,.,g13910
1_RagTag,AUGUSTUS,gene,201030107,201045835,0.04,+,.,g4921
3_RagTag,AUGUSTUS,gene,372015684,372016090,0.45,-,.,g27174
2_RagTag,AUGUSTUS,gene,432543463,432561988,0.18,-,.,g17931
1_RagTag,AUGUSTUS,gene,137493951,137526816,0.19,+,.,g3706
2_RagTag,AUGUSTUS,gene,55014607,55017416,0.51,-,.,g9563
2_RagTag,AUGUSTUS,gene,372674713,372675273,0.7,-,.,g16339
1_RagTag,AUGUSTUS,gene,26886456,26890496,0.71,+,.,g986
3_RagTag,AUGUSTUS,gene,302835765,302836509,0.04,+,.,g25375
1_RagTag,AUGUSTUS,gene,53527612,53531828,0.14,-,.,g1802
1_RagTag,AUGUSTUS,gene,92147393,92210252,0.03,-,.,g2873
2_RagTag,AUGUSTUS,gene,53450290,53451825,0.74,+,.,g9466
3_RagTag,AUGUSTUS,gene,203407131,203407799,0.45,-,.,g23175
2_RagTag,AUGUSTUS,gene,83469628,83470437,0.11,+,.,g10274
2_RagTag,AUGUSTUS,gene,25928700,25961712,0.3,-,.,g8746
2_RagTag,GeneMark.hmm3,gene,242896455,242897058,.,+,.,gene_id file_2_17161_g; transcript_id file_2_17161_t;
3_RagTag,AUGUSTUS,gene,29277061,29285405,0.29,-,.,g19156
2_RagTag,GeneMark.hmm3,gene,319093507,319101183,.,+,.,gene_id file_2_19148_g; transcript_id file_2_19148_t;
2_RagTag,AUGUSTUS,gene,25161043,25166775,0.13,+,.,g8725
3_RagTag,AUGUSTUS,gene,275122804,275126183,0.07,+,.,g24690
2_RagTag,AUGUSTUS,gene,427429599,427449020,0.06,-,.,g17763
2_RagTag,AUGUSTUS,gene,116873101,116881709,0.13,+,.,g11149
3_RagTag,AUGUSTUS,gene,348754515,348755431,0.97,-,.,g26496
3_RagTag,AUGUSTUS,gene,233948859,233958031,0.06,+,.,g23773
3_RagTag,AUGUSTUS,gene,304497610,304517944,0.01,-,.,g25425
2_RagTag,AUGUSTUS,gene,41679564,41699735,0.04,-,.,g9158
1_RagTag,AUGUSTUS,gene,148634563,148644566,0.22,-,.,g3970
2_RagTag,AUGUSTUS,gene,6472602,6473295,0.09,+,.,g8229
3_RagTag,AUGUSTUS,gene,302964715,302970825,0.05,-,.,g25380
1_RagTag,AUGUSTUS,gene,87966825,87969971,0.02,-,.,g2781
3_RagTag,AUGUSTUS,gene,303703300,303718261,0.16,-,.,g25408
3_RagTag,AUGUSTUS,gene,265488111,265488547,0.41,-,.,g24424
1_RagTag,AUGUSTUS,gene,170756839,170760312,0.07,+,.,g4314
2_RagTag,AUGUSTUS,gene,277202227,277217893,0.31,+,.,g14205
3_RagTag,AUGUSTUS,gene,133681649,133682258,0.16,-,.,g21723
3_RagTag,AUGUSTUS,gene,7138719,7169245,0.04,-,.,g18430
2_RagTag,GeneMark.hmm3,gene,156948071,156948666,.,-,.,gene_id file_2_14994_g; transcript_id file_2_14994_t;
3_RagTag,AUGUSTUS,gene,158720301,158721509,0.79,+,.,g22262
1_RagTag,AUGUSTUS,gene,313981304,313991392,0.03,+,.,g8023
3_RagTag,AUGUSTUS,gene,51575211,51576767,0.05,-,.,g19749
1_RagTag,AUGUSTUS,gene,186917854,186944971,0.25,-,.,g4609
3_RagTag,AUGUSTUS,gene,139301755,139322444,0.38,-,.,g21847
2_RagTag,AUGUSTUS,gene,411094475,411097395,0.22,-,.,g17265
2_RagTag,AUGUSTUS,gene,175141621,175149369,0.03,-,.,g12280
2_RagTag,AUGUSTUS,gene,426881978,426883566,0.19,+,.,g17741
1_RagTag,AUGUSTUS,gene,144991667,145008781,0.02,-,.,g3896
1_RagTag,AUGUSTUS,gene,192197176,192219676,0.01,+,.,g4758
3_RagTag,GeneMark.hmm3,gene,149727267,149736271,.,-,.,gene_id file_2_27729_g; transcript_id file_2_27729_t;
1_RagTag,AUGUSTUS,gene,164833469,164852054,0.61,+,.,g4243
3_RagTag,AUGUSTUS,gene,24972322,24999164,0,+,.,g19017
2_RagTag,AUGUSTUS,gene,285988137,285993763,0.01,+,.,g14381
2_RagTag,AUGUSTUS,gene,153706190,153706729,0.95,+,.,g11836
1_RagTag,AUGUSTUS,gene,214335623,214336309,1,+,.,g5314
3_RagTag,AUGUSTUS,gene,80385355,80386098,0.26,+,.,g20467
2_RagTag,AUGUSTUS,gene,46113546,46115004,0.24,+,.,g9292
2_RagTag,AUGUSTUS,gene,173837553,173842807,0.06,-,.,g12256
1_RagTag,AUGUSTUS,gene,284048649,284060061,0.02,+,.,g7069
2_RagTag,AUGUSTUS,gene,21687962,21704212,0.04,+,.,g8606
1_RagTag,AUGUSTUS,gene,30754430,30757070,0.01,-,.,g1102
3_RagTag,AUGUSTUS,gene,177631223,177632090,0.28,+,.,g22655
1_RagTag,AUGUSTUS,gene,296674656,296675591,0.05,-,.,g7438
2_RagTag,AUGUSTUS,gene,353736248,353737189,0.39,-,.,g15951
1_RagTag,GeneMark.hmm3,gene,145477354,145487283,.,-,.,gene_id file_2_4987_g; transcript_id file_2_4987_t;
2_RagTag,AUGUSTUS,gene,268881686,268885787,0.61,+,.,g14036
3_RagTag,AUGUSTUS,gene,302232175,302233889,0.07,+,.,g25365
2_RagTag,AUGUSTUS,gene,18954386,18968205,0.25,+,.,g8523
3_RagTag,AUGUSTUS,gene,15195294,15196853,0.99,+,.,g18708
3_RagTag,AUGUSTUS,gene,131443684,131444642,0.16,+,.,g21671
3_RagTag,AUGUSTUS,gene,301308781,301309080,0.84,+,.,g25337
2_RagTag,AUGUSTUS,gene,319700255,319701529,0.66,-,.,g15104
1_RagTag,AUGUSTUS,gene,301687609,301690236,0.18,+,.,g7652
1_RagTag,AUGUSTUS,gene,63621671,63650382,0.17,+,.,g2086
1_RagTag,AUGUSTUS,gene,20784403,20802535,0.01,+,.,g768
3_RagTag,AUGUSTUS,gene,91263815,91314340,0.03,+,.,g20747
2_RagTag,AUGUSTUS,gene,171529578,171529990,0.97,+,.,g12184
1_RagTag,GeneMark.hmm3,gene,59089843,59095154,.,+,.,gene_id file_2_2479_g; transcript_id file_2_2479_t;
2_RagTag,AUGUSTUS,gene,351817583,351819625,0.37,+,.,g15887
3_RagTag,AUGUSTUS,gene,225561413,225561772,0.58,+,.,g23571
3_RagTag,AUGUSTUS,gene,39794308,39812966,0.24,+,.,g19458
3_RagTag,AUGUSTUS,gene,370416198,370438087,0.01,-,.,g27126
1_RagTag,AUGUSTUS,gene,22350857,22368433,0.01,-,.,g815
2_RagTag,AUGUSTUS,gene,53497512,53497963,0.43,-,.,g9470
3_RagTag,GeneMark.hmm3,gene,24749569,24750137,.,+,.,gene_id file_2_23893_g; transcript_id file_2_23893_t;
ptg000981l,AUGUSTUS,gene,14076,26200,0.03,-,.,g28219
3_RagTag,AUGUSTUS,gene,316304794,316307045,0.45,+,.,g25710
ptg000913l,AUGUSTUS,gene,39001,46899,0.02,-,.,g28181
1_RagTag,AUGUSTUS,gene,31617371,31620457,0.8,+,.,g1137
1_RagTag,AUGUSTUS,gene,71654494,71655867,0.68,-,.,g2301
1_RagTag,AUGUSTUS,gene,47476505,47477711,0.46,+,.,g1618
2_RagTag,AUGUSTUS,gene,265450382,265453498,0.31,-,.,g13965
3_RagTag,AUGUSTUS,gene,95218545,95234146,0.01,-,.,g20862
3_RagTag,AUGUSTUS,gene,286187866,286200935,0.45,+,.,g24955
1_RagTag,AUGUSTUS,gene,19174623,19176035,1,+,.,g675
3_RagTag,AUGUSTUS,gene,228056880,228058722,0.02,+,.,g23659
3_RagTag,AUGUSTUS,gene,240656394,240665117,0,+,.,g23900
2_RagTag,AUGUSTUS,gene,99396568,99411061,0.12,-,.,g10724
2_RagTag,AUGUSTUS,gene,415153925,415170528,0.11,+,.,g17412
2_RagTag,AUGUSTUS,gene,48620233,48622018,0.73,+,.,g9352
2_RagTag,GeneMark.hmm3,gene,426254940,426264606,.,+,.,gene_id file_2_22317_g; transcript_id file_2_22317_t;
2_RagTag,AUGUSTUS,gene,428338279,428371012,0.04,-,.,g17787
1_RagTag,AUGUSTUS,gene,225779733,225780270,0.05,+,.,g5689
2_RagTag,AUGUSTUS,gene,219950527,219950948,0.37,+,.,g13117
2_RagTag,AUGUSTUS,gene,346998700,347003002,0.19,-,.,g15777
ptg000794l,AUGUSTUS,gene,228051,231997,0,-,.,g28043
ptg000859l,AUGUSTUS,gene,112145,125189,0.05,-,.,g28148
1_RagTag,AUGUSTUS,gene,16615773,16626370,0.04,+,.,g582
2_RagTag,AUGUSTUS,gene,215129106,215130116,0.21,+,.,g13039
3_RagTag,AUGUSTUS,gene,199329140,199329607,0.39,+,.,g23091
3_RagTag,AUGUSTUS,gene,41601807,41602858,0.08,-,.,g19529
2_RagTag,GeneMark.hmm3,gene,337133980,337135581,.,+,.,gene_id file_2_19704_g; transcript_id file_2_19704_t;
3_RagTag,AUGUSTUS,gene,334436931,334456866,0.09,+,.,g26190
3_RagTag,AUGUSTUS,gene,286506491,286508374,0.99,-,.,g24973
3_RagTag,AUGUSTUS,gene,279003237,279003643,0.05,-,.,g24758
2_RagTag,AUGUSTUS,gene,220128529,220130484,1,+,.,g13122
2_RagTag,AUGUSTUS,gene,221251654,221264679,0.01,-,.,g13141
3_RagTag,GeneMark.hmm3,gene,100563646,100569394,.,+,.,gene_id file_2_26334_g; transcript_id file_2_26334_t;
3_RagTag,AUGUSTUS,gene,14927075,14927401,0.22,+,.,g18693
1_RagTag,AUGUSTUS,gene,67333837,67340785,0.05,+,.,g2206
1_RagTag,AUGUSTUS,gene,69398990,69400575,0.78,-,.,g2246
3_RagTag,AUGUSTUS,gene,250625036,250633326,0.06,+,.,g24101
2_RagTag,AUGUSTUS,gene,282601443,282612763,0.01,-,.,g14323
1_RagTag,AUGUSTUS,gene,174088595,174100113,0.52,+,.,g4368
3_RagTag,AUGUSTUS,gene,301361013,301374256,0.66,+,.,g25342
3_RagTag,AUGUSTUS,gene,94563736,94565477,0.46,+,.,g20841
3_RagTag,AUGUSTUS,gene,142313313,142320888,0.02,+,.,g21938
2_RagTag,AUGUSTUS,gene,36189572,36200139,0.69,-,.,g9052
3_RagTag,AUGUSTUS,gene,264315336,264316181,0.54,+,.,g24392
3_RagTag,AUGUSTUS,gene,124215542,124222557,0.16,+,.,g21526
3_RagTag,AUGUSTUS,gene,173841688,173847561,0.04,+,.,g22570
3_RagTag,AUGUSTUS,gene,147656713,147657434,0.73,+,.,g22044
3_RagTag,AUGUSTUS,gene,304881801,304882436,0.49,+,.,g25432
1_RagTag,AUGUSTUS,gene,62444392,62445965,0.55,+,.,g2066
1_RagTag,AUGUSTUS,gene,221009133,221010130,0.02,-,.,g5535
3_RagTag,AUGUSTUS,gene,14841467,14843859,0.05,+,.,g18684
2_RagTag,AUGUSTUS,gene,87012406,87014724,0.04,-,.,g10345
3_RagTag,AUGUSTUS,gene,113231854,113232357,0.49,-,.,g21231
1_RagTag,AUGUSTUS,gene,17274640,17276773,0.03,-,.,g607
2_RagTag,AUGUSTUS,gene,397138159,397139137,0.84,-,.,g16920
2_RagTag,AUGUSTUS,gene,47075761,47076600,0.64,+,.,g9315
3_RagTag,AUGUSTUS,gene,3513239,3527496,0.06,+,.,g18326
1_RagTag,AUGUSTUS,gene,299268733,299286417,0.02,-,.,g7551
2_RagTag,AUGUSTUS,gene,433155065,433165568,0.09,+,.,g17944
3_RagTag,AUGUSTUS,gene,284453139,284453939,0.15,-,.,g24883
1_RagTag,AUGUSTUS,gene,174938871,174969767,0.05,-,.,g4392
3_RagTag,AUGUSTUS,gene,30066319,30067743,0.49,-,.,g19182
3_RagTag,AUGUSTUS,gene,311464688,311475942,0.19,-,.,g25588
3_RagTag,GeneMark.hmm3,gene,137739586,137741604,.,+,.,gene_id file_2_27396_g; transcript_id file_2_27396_t;
2_RagTag,AUGUSTUS,gene,224606563,224611666,0.29,-,.,g13189
2_RagTag,AUGUSTUS,gene,47512976,47568029,0.62,+,.,g9329
3_RagTag,AUGUSTUS,gene,158356635,158401947,0.07,+,.,g22256
1_RagTag,AUGUSTUS,gene,237301219,237305110,0.31,+,.,g6055
2_RagTag,AUGUSTUS,gene,99464240,99467750,0.06,+,.,g10727
1_RagTag,AUGUSTUS,gene,133858893,133859388,0.35,-,.,g3625
1_RagTag,AUGUSTUS,gene,12836189,12844485,0.5,-,.,g431
2_RagTag,AUGUSTUS,gene,326974515,326991622,0.09,-,.,g15303
2_RagTag,AUGUSTUS,gene,83169412,83170926,0.44,+,.,g10264
3_RagTag,AUGUSTUS,gene,177820603,177823408,0.11,+,.,g22661
3_RagTag,AUGUSTUS,gene,344161064,344167382,0.06,+,.,g26381
3_RagTag,AUGUSTUS,gene,329669782,329670719,0.89,-,.,g26070
2_RagTag,AUGUSTUS,gene,93180404,93182182,0.73,+,.,g10521
3_RagTag,GeneMark.hmm3,gene,65973525,65974504,.,-,.,gene_id file_2_25202_g; transcript_id file_2_25202_t;
2_RagTag,AUGUSTUS,gene,273487528,273487884,0.1,+,.,g14117
2_RagTag,GeneMark.hmm3,gene,436946217,436948486,.,-,.,gene_id file_2_22700_g; transcript_id file_2_22700_t;
3_RagTag,AUGUSTUS,gene,8727767,8737193,0.01,-,.,g18485
2_RagTag,AUGUSTUS,gene,443762346,443763176,0.55,-,.,g18173
3_RagTag,AUGUSTUS,gene,89497833,89515187,0.07,-,.,g20700
3_RagTag,AUGUSTUS,gene,194244361,194245398,0.28,+,.,g23010
2_RagTag,AUGUSTUS,gene,25599064,25618480,0.14,+,.,g8737
1_RagTag,AUGUSTUS,gene,33403906,33404408,0.32,-,.,g1187
2_RagTag,AUGUSTUS,gene,53457199,53458743,0.94,+,.,g9468
1_RagTag,AUGUSTUS,gene,296197741,296198921,0.19,-,.,g7416
3_RagTag,AUGUSTUS,gene,256153987,256154703,0.49,-,.,g24206
3_RagTag,AUGUSTUS,gene,264228536,264229230,0.38,-,.,g24388
3_RagTag,GeneMark.hmm3,gene,350583037,350583522,.,+,.,gene_id file_2_33266_g; transcript_id file_2_33266_t;
2_RagTag,AUGUSTUS,gene,224355340,224375618,0.58,-,.,g13185
2_RagTag,AUGUSTUS,gene,195240571,195245788,0.18,-,.,g12721
3_RagTag,AUGUSTUS,gene,194367862,194371140,0.04,+,.,g23011
3_RagTag,GeneMark.hmm3,gene,292445841,292451923,.,+,.,gene_id file_2_31596_g; transcript_id file_2_31596_t;
1_RagTag,AUGUSTUS,gene,100523774,100526383,0.29,-,.,g3042
ptg000666l,AUGUSTUS,gene,163438,163815,0.52,-,.,g27927
1_RagTag,AUGUSTUS,gene,73895647,73901126,0,-,.,g2367
1_RagTag,AUGUSTUS,gene,37406664,37411178,0.13,+,.,g1299
1_RagTag,AUGUSTUS,gene,143328196,143328933,0.17,-,.,g3846
2_RagTag,GeneMark.hmm3,gene,338598148,338598748,.,-,.,gene_id file_2_19745_g; transcript_id file_2_19745_t;
3_RagTag,AUGUSTUS,gene,331239630,331257440,0.18,-,.,g26116
2_RagTag,AUGUSTUS,gene,206675231,206686234,0.09,+,.,g12929
3_RagTag,GeneMark.hmm3,gene,84111173,84121430,.,+,.,gene_id file_2_25765_g; transcript_id file_2_25765_t;
2_RagTag,AUGUSTUS,gene,317436329,317446047,0.34,+,.,g15049
3_RagTag,AUGUSTUS,gene,100675689,100686868,0.06,-,.,g20976
1_RagTag,AUGUSTUS,gene,205405107,205406804,0.13,+,.,g5029
2_RagTag,AUGUSTUS,gene,133380043,133393562,0.06,+,.,g11443
2_RagTag,AUGUSTUS,gene,60065489,60066193,0.91,+,.,g9691
2_RagTag,AUGUSTUS,gene,245213596,245216372,0.13,+,.,g13592
2_RagTag,AUGUSTUS,gene,5277770,5300636,0.09,-,.,g8204
3_RagTag,AUGUSTUS,gene,217318249,217353830,0.04,-,.,g23423
2_RagTag,AUGUSTUS,gene,346342879,346343739,0.69,-,.,g15760
3_RagTag,AUGUSTUS,gene,11469766,11490895,0.36,-,.,g18582
3_RagTag,AUGUSTUS,gene,23939779,23945467,0.02,-,.,g18989
1_RagTag,AUGUSTUS,gene,1148622,1191195,0.03,+,.,g45
3_RagTag,AUGUSTUS,gene,300762731,300763402,0.57,-,.,g25317
1_RagTag,AUGUSTUS,gene,308614503,308615580,0.94,-,.,g7854
2_RagTag,AUGUSTUS,gene,144143946,144155856,0.07,-,.,g11664
2_RagTag,AUGUSTUS,gene,341467763,341468035,0.27,+,.,g15646
2_RagTag,AUGUSTUS,gene,431258228,431259550,0.73,+,.,g17872
1_RagTag,AUGUSTUS,gene,203062630,203077616,0.54,-,.,g4971
1_RagTag,AUGUSTUS,gene,11601452,11651957,0.01,-,.,g385
2_RagTag,AUGUSTUS,gene,414451493,414468534,0.01,-,.,g17385
